Titre,Lien,Date,Contenu
"«Les Relations d’Affaires Bilatérales Tuniso-Britanniques», en débat",https://realites.com.tn/fr/les-relations-daffaires-bilaterales-tuniso-britanniques-en-debat/,04-08-2017,"A l’occasion de la visite en Tunisie d’ Alistair Burt, ministre d’Etat Britannique pour le Moyen-Orient et l’Afrique du Nord, la Chambre de Commerce Tuniso-Britannique, présidée par Mehdi Ben Abdallah,…"
Le FMI appelle la Tunisie à fournir plus d’efforts dans la lutte contre la corruption,https://realites.com.tn/fr/le-fmi-appelle-la-tunisie-a-fournir-plus-defforts-dans-la-lutte-contre-la-corruption/,04-08-2017,Le Fonds monétaire international (FMI) a annoncé jeudi 3 août que la Tunisie a encore plein de défis économiques à relever et ce à l’issue d’une mission effectuée en Tunisie…
News,https://realites.com.tn/fr/category/news/,02-08-2017,"Dans le cadre de sa stratégie visant à moderniser ses services et à améliorer l’expérience client, TOPNET vient d’annoncer la mise en place d’une démarche commerciale 100% digitale couvrant…"
News,https://realites.com.tn/fr/category/news/,31-07-2017,"Dans une déclaration accordée à nos confrères de Hakaek Online ce lundi 31 juillet 2017, le député du mouvement Ennahdha à l’Assemblée des Représentants du Peuple Mohamed Frikha a annoncé…"
Régions : 40 nouvelles entreprises dans les Gouvernorats de Médenine et Tataouine,https://realites.com.tn/fr/regions-40-nouvelles-entreprises-dans-les-gouvernorats-de-medenine-et-tataouine/,31-07-2017,40 nouvelles entreprises et 280 nouveaux emplois seront créés dans les Gouvernorats de Médenine et Tataouine dans le cadre d’un projet de 1 750 000 € financé par la l’Agence italienne…
Les tunisiens dépensent 5 MDT dans « le rouge »,https://realites.com.tn/fr/les-tunisiens-depensent-5-mdt-dans-le-rouge/,31-07-2017,"Les familles tunisiennes ont du mal à joindre les deux bouts, ce qui ne constitue plus un secret, notamment depuis 2011. Leur pouvoir d’achat, depuis cette date, a reculé de…"
News,https://realites.com.tn/fr/category/news/,31-07-2017,"Pour sécuriser d’avantage ses clients porteurs de cartes de paiement, l’UBCI réaffirme sa position de première banque en Tunisie à sécuriser les paiements sur internet par carte bancaire sur tous…"
Tunisie: 10 millions de touristes attendus en 2020,https://realites.com.tn/fr/tunisie-10-millions-de-touristes-attendus-en-2020/,29-07-2017,"Dans une déclaration radiophonique, la ministre du tourisme Selma Elloumi Rekik a déclaré ce samedi 29 juillet que la Tunisie a accueilli au total, 3 millions touristes en 2017, dont…"
News,https://realites.com.tn/fr/category/news/,28-07-2017,"Lors d’une conférence de presse tenue ce vendredi 28 juillet 2017 à la cité des sciences, l’agence de promotion des investissements agricoles (APIA) et l’organisation des nations unies pour le…"
L’espace : prochaine destination de Mohamed Frikha,https://realites.com.tn/fr/lespace-prochaine-destination-de-mohamed-frikha/,28-07-2017,"Après le ciel, Mohamed Frikha semble vouloir conquérir l’espace. Intervenant ce vendredi 28 juillet 2017 dans Diwan FM, le député d’Ennahdha et PDG de Syphax Airlines affirme qu’un vaste projet…"
"L’Arabie Saoudite a investi 1,5 milliard de riyals saoudiens en Tunisie",https://realites.com.tn/fr/larabie-saoudite-investit-15-milliards-de-riyals-saoudiens-en-tunisie/,27-07-2017,"Les travaux de la 35ème session de la commission mixte tuniso-saoudienne ont démarré ce jeudi 27 juillet 2017. À cette occasion, la Tunisie a accueilli le ministre saoudien du Commerce…"
Fadhel Abdelkefi : « la Tunisie dans une zone de grand risque »,https://realites.com.tn/fr/fadhel-abdelkefi-la-tunisie-dans-une-zone-de-grand-risque/,27-07-2017,Le gouvernement d’union nationale a toujours fait l’objet de nombreuses critiques sur ses relations avec le Fonds Monétaire International (FMI) et des « directives » imposées à la Tunisie par l’institution monétaire.…
Economie,https://realites.com.tn/fr/category/economie/,26-07-2017,Le ministère britannique des affaires étrangères vient d’annoncer ce mercredi 26 juillet 2017 la levée de l’interdiction de voyager vers la plupart des villes tunisiennes y compris Tunis et les…
News,https://realites.com.tn/fr/category/news/,24-07-2017,"La société immobilière Simpar a réalisé, au 2ème trimestre 2017, un chiffre d’affaires de 2,5 millions de dinars (MD) contre 2,2 MD une année auparavant, en évolution de 14%. Les…"
News,https://realites.com.tn/fr/category/news/,23-07-2017,"Plusieurs mesures ont été prises à l’issue de la réunion de la commission d’organisation des horaires des vols Tunisair, tenue jeudi 20 juillet courant. Dans cette optique, le PDG de…"
Un nouvel hôtel 5 étoiles aux Berges du Lac à Tunis,https://realites.com.tn/fr/un-nouvel-hotel-5-etoiles-aux-berges-du-lac-a-tunis/,23-07-2017,"L’homme d’affaires Fethi Neifar se lance dans l’hôtellerie. Le président du groupe GNC, opérant notamment dans le secteur de la construction, qui a déjà bâti de nombreux hôtels en Tunisie (Saphir Palace Yasmine…"
News,https://realites.com.tn/fr/category/news/,22-07-2017,"Le ministre de l’industrie et du commerce Zied Laadhari a affirmé vendredi 21 juillet 2017 en marge de sa participation à la réunion du conseil de partenariat tuniso-turc, que les…"
News,https://realites.com.tn/fr/category/news/,21-07-2017,"Un partenariat stratégique a été officialisé ce jeudi 20 juillet 2017, au siège de la Banque de Financement des petites et moyennes entreprises (BFPME), avec le fonds d’investissement Maxula Gestion.…"
Un don chinois de 72 millions de DT à la Tunisie,https://realites.com.tn/fr/un-don-chinois-de-72-millions-de-dt-a-la-tunisie/,20-07-2017,"A l’issue d’une séance de travail, tenue mercredi 19 juillet à Pékin entre le ministre des Affaires étrangères, Khemaies Jhinaoui, et le vice-ministre chinois du commerce, Qian Keming, la Chine s’est…"
Nouveaux billets de 20 TND : les précisions de la BCT,https://realites.com.tn/fr/nouveaux-billets-de-20-tnd-les-precisions-de-la-bct/,19-07-2017,"Des photos ont massivement été partagées sur les réseaux montrant ce à quoi ressembleraient les futurs billets de 20 TND. « C’est une intox », nous répond une source bien informée au…"
Loi de finances 2018 : l’UTICA met en garde contre la pression fiscale sur les entreprises,https://realites.com.tn/fr/loi-de-finances-2018-lutica-met-en-garde-contre-la-pression-fiscale-sur-les-entreprises/,19-07-2017,"Réunis ce mercredi 19 juillet 2017, les membres du bureau exécutif de l’Union tunisienne de l’industrie, du commerce et de l’artisanat (UTICA) se sont penchés sur les préparatifs du projet…"
News,https://realites.com.tn/fr/category/news/,19-07-2017,"Toujours pionnier dans le secteur, Tunisie Telecom qui œuvre en permanence à moderniser son réseau et améliorer la qualité de ses services et l’expérience de ses clients en matière de…"
News,https://realites.com.tn/fr/category/news/,19-07-2017,"Suite à notre communiqué du mois de Février resté à ce jour sans effet, nous rappelons que le marché tunisien est inondé de jus et de boissons gazeuses en…"
News,https://realites.com.tn/fr/category/news/,18-07-2017,"Dans une déclaration accordée à Réalités Online, un membre de la Fédération tunisienne de l’hôtellerie (FTH) est revenu sur les déclarations du leader au sein du parti de Mehdi Jomaa, Al…"
News,https://realites.com.tn/fr/category/news/,18-07-2017,"Tard dans la nuit du lundi 17 juillet 2017, le CIRDI, tribunal arbitral de la Banque mondiale, a rendu son verdict dans l’affaire opposant le groupe londonien ABCI à l’Etat…"
News,https://realites.com.tn/fr/category/news/,17-07-2017,"Secteur vital pour l’agriculture tunisienne, l’oléiculture représente, aujourd’hui, 60% des exploitations agricoles en Tunisie, selon Samir Taïeb, ministre de l’Agriculture, de la Pêche, et des ressources hydrauliques, qui s’est exprimé…"
Commerce : vers l’intensification des échanges tuniso-français,https://realites.com.tn/fr/commerce-vers-lintensification-des-echanges-tuniso-francais/,15-07-2017,Les échanges commerciaux entre la Tunisie et la France étaient au centre d’une réunion de travail organisée ce samedi 15 juillet 2017 au siège du ministère du Commerce et de…
News,https://realites.com.tn/fr/category/news/,15-07-2017,"Considérée parmi les secteurs vitaux de l’agriculture tunisienne, la branche oléicole était au centre d’une table ronde organisée conjointement par le ministère de l’Agriculture, de la Pêche et des ressources…"
Dessalement des eaux de mer : le Japon prête 780 MTD à la Tunisie,https://realites.com.tn/fr/dessalement-des-eaux-de-mer-le-japon-prete-780-mtd-a-la-tunisie/,14-07-2017,Voilà de quoi donner un coup de pouce au secteur hydraulique en Tunisie : le Japon vient d’octroyer un prêt à la Tunisie d’une valeur de 780 millions de dinars…
News,https://realites.com.tn/fr/category/news/,14-07-2017,"L’olivier, ce généreux présent divin dont jouit notre pays semble créer pour longtemps encore l’essor de l’économie nationale et ce par le truchement d’un grand projet agricole portant sur la…"
Il y a des applications mobiles… et il y a UIB mobile !,https://realites.com.tn/fr/il-y-a-des-applications-mobiles-et-il-y-a-uib-mobile/,13-07-2017,"Dans le cadre de la poursuite de sa transformation digitale, l’Union Internationale de Banques renforce son dispositif de banque à distance et lance son application mobile « UIB Mobile »…"
Une application mobile pour calculer ses impôts,https://realites.com.tn/fr/une-application-mobile-pour-calculer-ses-impots/,08-07-2017,"Afin de simplifier les services proposés aux contribuables, le ministère des Finances a lancé une nouvelle application mobile, disponible sur Google Play et l’App Store, baptisé « Tunimpôt ». Le logiciel, utilisable…"
«TUNISAIR» et «Attijaribank» signent un contrat de financement du programme de rénovation des réacteurs d’avions,https://realites.com.tn/fr/tunisair-et-attijaribank-signent-un-contrat-de-financement-du-programme-de-renovation-des-reacteurs-davions/,07-07-2017,"Dans le cadre d’une démarche d’amélioration continue de sa productivité, de sa qualité de service et de la sécurité de ses activités, Tunisair a signé un contrat de financement de 130…"
Finances : Moez Joudi tire la sonnette d’alarme,https://realites.com.tn/fr/finances-moez-joudi-tire-la-sonnette-dalarme/,07-07-2017,"Jeudi 6 juillet, une convention de prêt syndiqué pour un montant de 250 millions d’euros a été signée entre le ministère des Finances et 13 banques afin de financer le…"
News,https://realites.com.tn/fr/category/news/,06-07-2017,"La Tunisie abritera, pour la première fois, en octobre 2017 les Rencontres Africa 2017. Habituellement organisée à Paris, il s’agit d’une manifestation d’affaires issue d’une initiative tuniso-française, en collaboration avec…"
Syphax Airlines reprend ses vols en octobre ?,https://realites.com.tn/fr/syphax-airlines-reprend-ses-vols-en-octobre/,05-07-2017,La compagnie aérienne Syphax Airlines reprendra ses vols entre les mois d’Octobre et Décembre 2017 après le renouvellement de sa licence de navigation aérienne et la fin de toutes les procédures…
Table ronde tuniso-québécoise sur l’entreprenariat féminin,https://realites.com.tn/fr/table-ronde-tuniso-quebecoise-sur-lentreprenariat-feminin/,05-07-2017,"Le siège de l’UTICA a abrité, mercredi 4 juillet 2017, une table ronde présidée par   Ouided Bouchamaoui, Présidente de l’UTICA et Mme Lise Thériault, Vice-Première  Ministre du Québec, ministre responsable des Petites et Moyennes…"
News,https://realites.com.tn/fr/category/news/,05-07-2017,La Banque de l’Habitat lance la nouvelle  offre « Cool & Go » destinée aux jeunes âgés de 13 à 25 ans avec des packs avantageux et profitables. Avec la carte…
Ezzeddine Saïdane : la planche à billets tourne à la BCT,https://realites.com.tn/fr/ezzeddine-saidane-la-planche-a-billets-tourne-a-la-bct/,05-07-2017,"10 milliards de dinars : il s’agirait du montant injecté par la Banque Centrale de Tunisie (BCT) pour le renforcement des banques commerciales, croit savoir l’économiste Ezzeddine Saïdane qui avance le…"
450 jeunes entrepreneurs tunisiens accompagnés par Souk At-tanmia,https://realites.com.tn/fr/450-jeunes-entrepreneurs-tunisiens-accompagnes-par-souk-at-tanmia/,04-07-2017,"En partenariat avec le Royaume-Uni, 450 jeunes porteurs de projets tunisiens ont bénéficié de programmes d’accompagnement. La période de cette série de programmes de formation s’est étendue de  mai à…"
Augmentation du prix des carburants : Moez Joudi se lâche,https://realites.com.tn/fr/augmentation-du-prix-des-carburants-moez-joudi-se-lache/,03-07-2017,"Annoncée dans la soirée du samedi 1er Juillet, l’augmentation du prix des carburants a déclenché une vague de commentaires hostiles. Moez Joudi, expert en économie, ne s’est pas retenu de…"
